epoch,acc,loss,val_acc,val_loss
0,0.143229166667,8.68132666237,0.193839651639,8.39367709136
1,0.0841346153846,8.14507615108,0.10681352459,6.10564309301
2,0.0564236111111,8.26698588917,0.0439933401639,5.75103165515
3,0.0544871794872,7.01812068723,0.0240138319672,10.3197582946
4,0.0538194444444,6.10984363821,0.0023693647541,3.55555054738
5,0.0546875,6.12685368458,0.0455942622951,10.0151393486
6,0.0538862179487,6.09172183937,0.066150102459,9.53917992481
7,0.0540865384615,6.07240769089,0.0601946721311,10.0696810499
8,0.0544204059829,6.10671504288,0.0435450819672,9.99639821053
9,0.0544871794872,6.07011608792,0.0455942622951,10.0129126557
10,0.0541533119658,9.16996182183,0.0439933401639,9.71508258639
11,0.0533520299145,9.67584800669,0.512231045082,3.81914511528
12,0.0541533119658,10.0383458851,0.0435450819672,6.16711200285
13,0.0538862179487,9.62071650303,0.0455942622951,9.97678731675
14,0.0540865384615,6.10240397137,0.0632044057377,6.64603081077
