epoch,acc,loss,val_acc,val_loss
0,0.126736111111,8.53987848606,0.509285348361,12.7235201733
1,0.0923477564103,8.63874025579,0.108990778689,11.4849608625
2,0.0812633547009,7.93760940611,0.077356557377,11.2781972165
3,0.0635683760684,7.88428512037,0.0414959016393,11.8239280531
4,0.0691105769231,8.43086795751,0.0671106557377,5.27118567694
5,0.254740918803,7.56330501244,0.509349385246,4.32782038108
6,0.478699252137,7.44028732384,0.5078125,4.71280896346
7,0.478098290598,5.67942529204,0.508709016393,4.26485472136
8,0.482104700855,7.04125598888,0.50794057377,11.8356941826
9,0.481036324786,4.71295006662,0.507172131148,4.27104763613
10,0.480301816239,4.89072411896,0.507172131148,11.8492945789
11,0.48203792735,7.69307663298,0.50794057377,11.8579738063
12,0.481637286325,11.0114583941,0.509285348361,11.855305082
13,0.481570512821,8.11239170824,0.508837090164,12.5503128117
14,0.480702457265,9.04108018345,0.00518698770492,11.9134524517
15,0.482238247863,5.91543325298,0.508324795082,4.26795117923
16,0.479433760684,5.68313834046,0.508324795082,4.28446562149
17,0.480301816239,6.99723359509,0.506723872951,4.38148586454
18,0.480301816239,9.73095835529,0.0435450819672,11.8439111651
19,0.48250534188,8.18755074852,0.50794057377,4.29948877252
