epoch,acc,loss,val_acc,val_loss
0,0.115251068376,8.56792445111,0.00518698770492,4.43803544494
1,0.075921474359,8.44918438257,0.0398949795082,9.69004831291
2,0.186298076923,8.42156975544,0.481301229508,5.22278567624
3,0.176883012821,8.07098633713,0.0949026639344,11.8906061859
4,0.197983440171,9.68135325598,0.320632684426,12.0808220647
5,0.205862713675,8.68126479657,0.148821721311,11.5496708792
6,0.206129807692,7.54265559942,0.223232581967,11.1623883969
7,0.297609508547,8.57949933741,0.275038422131,11.4985631421
8,0.124799679487,7.4089053128,0.051549692623,4.16856805215
9,0.101829594017,6.58861931725,0.0792136270492,4.57464161322
10,0.0948183760684,7.47995788623,0.0684554303279,4.5767307765
11,0.0926148504274,8.96069954247,0.0665343237705,4.62439712797
12,0.0860710470085,6.93995879119,0.0550076844262,11.6136082176
13,0.0629006410256,7.51812236788,0.0435450819672,4.53940730701
14,0.057625534188,6.57910629419,0.0172259221311,11.5830510661
15,0.0631677350427,7.98844952003,0.0308017418033,11.5821169739
16,0.0887419871795,9.82461291857,0.0670466188525,11.594878599
17,0.0876736111111,7.70658679268,0.0900358606557,4.52430018261
18,0.0971554487179,8.08427178096,0.0909964139344,11.5553543882
19,0.107305021368,8.02357031876,0.0921490778689,4.54641016703
