epoch,acc,loss,val_acc,val_loss
0,0.171358057631,8.52845729932,0.509285348361,4.94607545509
1,0.0285485592316,8.46646944169,0.0218365778689,11.0437423188
2,0.150747065101,9.60119438808,0.00294569672131,3.53925143927
3,0.477187833511,5.48388653135,0.508260758197,5.45595884323
4,0.481523479189,10.0883374956,0.508388831967,10.668329564
5,0.481390074707,7.53770439805,0.509221311475,10.6796832429
6,0.482590715048,10.9102476221,0.508260758197,10.663168801
7,0.481990394877,10.9037969395,0.508324795082,10.6796832429
8,0.481923692636,10.9156231707,0.509221311475,10.6786510898
9,0.483057630736,10.907022267,0.508260758197,10.663168801
10,0.481123265742,10.8930457995,0.509285348361,10.6796832429
11,0.482924226254,10.9080973903,0.509285348361,10.6796832429
12,0.481390074707,10.8984213929,0.508452868852,10.6662652588
13,0.482257203842,10.9059471534,0.509285348361,10.6796832429
14,0.481790288154,10.8984213578,0.509285348361,10.6796832429
15,0.483124332978,10.9199236404,0.509285348361,10.6796832429
16,0.481189967983,10.8855200124,0.508260758197,10.6796832429
17,0.482323906083,10.9166983016,0.509285348361,10.6796832429
18,0.481723585912,10.8973462579,0.508260758197,10.663168801
19,0.482057097118,10.8898204663,0.508260758197,10.663168801
