epoch,acc,loss,val_acc,val_loss
0,0.290088046958,8.37018430157,0.455942622951,4.85129979589
1,0.332777481323,8.519570037,0.0469390368852,12.659192034
2,0.481723585912,8.41067840959,0.508709016393,10.0258378381
3,0.482323906083,6.36918657579,0.50794057377,6.01703512326
4,0.48159018143,6.2632791996,0.508324795082,6.01641771845
5,0.481390074707,9.34780346469,0.508516905738,11.8447048307
6,0.481390074707,6.08514768451,0.508132684426,6.01801029868
7,0.481856990395,6.68953415538,0.508324795082,6.00299973395
8,0.481923692636,5.71960164401,0.509221311475,6.00403188658
9,0.482990928495,5.71960164134,0.508260758197,6.01951417583
10,0.481189967983,5.75400526254,0.509285348361,6.00299973395
11,0.482857524013,5.73465322965,0.509285348361,6.00299973395
12,0.481390074707,5.74540435415,0.508452868852,6.01641771845
13,0.482257203842,5.73357811834,0.509285348361,6.00299973395
14,0.481723585912,5.73035277399,0.509285348361,6.00299973395
15,0.483124332978,9.33045601781,0.509285348361,10.115131524
16,0.481256670224,6.40114103259,0.0369492827869,11.5776725838
17,0.482323906083,5.85764275887,0.509285348361,6.00299973395
18,0.481723585912,5.86328070891,0.508260758197,6.02679200506
19,0.482057097118,5.74897136327,0.508260758197,6.01951417583
