epoch,acc,loss,val_acc,val_loss
0,0.137406616862,8.69622211554,0.140432889344,10.1534001854
1,0.0793756670224,8.51376856353,0.0774846311475,6.89727127788
2,0.0971184631804,7.70249602558,0.0642930327869,8.34077893158
3,0.177761472785,8.21786779235,0.0246542008197,9.88630599324
4,0.247265208111,7.91773930761,0.40893954918,10.1354724365
5,0.234991995731,7.92461750347,0.0459784836066,10.051626972
6,0.102187833511,7.99960743897,0.118788422131,6.05154054431
7,0.118930096051,8.05953256628,0.0821593237705,10.3584391121
8,0.0849119530416,7.97616904484,0.0555840163934,6.24698122572
9,0.0742395944504,7.97514643193,0.0115906762295,4.53258054278
10,0.0863794023479,7.84982588634,0.0141521516393,4.12385119486
11,0.0494930629669,8.34993822453,0.00986168032787,11.6313612719
12,0.0581643543223,7.97720128978,0.0157530737705,4.69589408688
13,0.0540955176094,10.243899046,0.0240138319672,10.7318398764
14,0.0542289220918,10.4404682856,0.494684938525,11.6985357152
15,0.0540955176094,10.2965974714,0.0134477459016,6.10518283715
16,0.0541622198506,10.7747833487,0.0602587090164,4.3011678761
17,0.0547625400213,10.7672575769,0.0435450819672,4.9398825386
18,0.0533617929562,10.7683326961,0.0455942622951,4.74583784662
19,0.0544957310566,10.785534502,0.066150102459,4.90375719403
20,0.053962113127,10.7683326814,0.0601946721311,4.49502475828
21,0.0542289220918,10.7726331505,0.0457863729508,4.84389234444
22,0.0544290288154,10.7511308776,0.0444415983607,4.67049070472
23,0.053628601921,10.8005860694,0.0598744877049,4.96981496205
24,0.0533617929562,10.7747833742,0.0575051229508,4.55282530506
25,0.0547625400213,10.7597317899,0.0519339139344,4.83150651318
26,0.0538287086446,8.03107401872,0.0435450819672,5.4824019372
27,0.0543623265742,5.31858445639,0.086193647541,10.8627488152
28,0.0540955176094,5.36266409358,0.0748591188525,11.2654856507
29,0.053962113127,5.34653739626,0.0721055327869,10.9461261113
